title;imdb;mid;trailer;date;directors;actors;poster;netflix_id;runtime;rating;descr;Action;Adventure;Animation;Comedy;Drama;Family;Fantasy;Mystery;Romance;Science Fiction;Thriller;class1;class2;class3
Piranha 3D;tt0464154;/m/04y9mm8;[];20/08/2010;Alexandre Aja;Richard Dreyfuss, Ving Rhames, Elisabeth Shue, Christopher Lloyd;http://ia.media-imdb.com/images/M/MV5BMTU3NDg2NTY4Nl5BMl5BanBnXkFtZTcwMTM0OTE3Mw@@._V1_SX300.jpg;['70108986'];88;5.2;After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.;1;1;0;1;0;0;0;0;0;0;1;0.463247863;0.443181818;0.464435146
Pirates of the Caribbean: The Curse of the Black Pearl;tt0325980;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e18716&bitrateid=461&vendorid=102&type=.mp4;2003;Gore Verbinski;Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley;http://ia.media-imdb.com/images/M/MV5BMjAyNDM4MTc2N15BMl5BanBnXkFtZTYwNDk0Mjc3._V1_.jpg;60029157;143;8.1;"Blacksmith Will Turner teams up with eccentric pirate ""Captain Jack Sparrow"" to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.";1;1;0;0;0;0;1;0;0;0;0;0.28;0;0.18
Plan B;tt1408972;/m/07yw7h6;['http://www.youtube.com/watch?v=bnaWgZ40W0w'];27/03/2009;Marco Berger;Manuel Vignau, Lucas Ferraro, Mercedes Quinteros, Damián Canduci;http://ia.media-imdb.com/images/M/MV5BMjAxMDc3Mzg4MV5BMl5BanBnXkFtZTcwMTE1NTk5Mw@@._V1_SX300.jpg;['70127027'];103;6.4;After girlfriend Laura dumps him for another man, Bruno plots to come between the new lovers. But his plan takes an unexpected turn, causing Bruno to question his own sexuality.;0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
Platoon;tt0091763;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e89319&bitrateid=472&vendorid=102&type=.mp4;1986;Oliver Stone;Tom Berenger, Keith David, Willem Dafoe, Forest Whitaker;http://ia.media-imdb.com/images/M/MV5BNTU3NzY4ODY5MF5BMl5BanBnXkFtZTcwOTkzNzE1NA@@._V1_.jpg;860591;120;8.2;A young recruit in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.;1;0;0;0;1;0;0;0;0;0;0;0.01;0.34;0
Polisse;tt1661420;/m/0glpp5l;['http://www.youtube.com/watch?v=dWueaJ5LjOw', 'http://www.youtube.com/watch?v=JeuWrrOR9TE&feature=related'];13/05/2011;Maïwenn;Karin Viard, Joey Starr, Marina Foïs, Nicolas Duvauchelle;http://ia.media-imdb.com/images/M/MV5BNjQzNzUwNTA3OF5BMl5BanBnXkFtZTcwNDYzNjk2Nw@@._V1_SX300.jpg;['70189314'];127;8.1;A journalist covering police assigned to a juvenile division enters an affair with one of her subjects.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Possessed;tt0039725;/m/01937g;['http://www.youtube.com/watch?v=I5WeJCTGWN8'];26/07/1947;Curtis Bernhardt;Joan Crawford, Van Heflin, Raymond Massey, Geraldine Brooks;http://ia.media-imdb.com/images/M/MV5BMTk0MTA0OTA5MF5BMl5BanBnXkFtZTgwMTg0NTgyMjE@._V1_SX300.jpg;['60010794'];108;7.2;After being found wandering the streets of Los Angeles, a severely catatonic woman tells a doctor the complex story of how she wound up there.;0;0;0;0;1;0;0;0;1;0;1;0.030769231;0.397727273;0.326359833
Possession;tt0368563;/m/02ry8f0;[];17/05/2008;Joel Bergvall, Simon Sandquist;Sarah Michelle Gellar, Lee Pace, Michael Landes, Tuva Novotny;http://ia.media-imdb.com/images/M/MV5BNTk3MzQwNDA2Ml5BMl5BanBnXkFtZTcwNTQwMDg1MQ@@._V1_SX300.jpg;['70082260'];85;6.3;A woman's life is thrown into chaos after a freak car accident sends her husband and brother-in-law into comas. Thrills arrive after the brother-in-law wakes up, thinking he's his brother.;0;0;0;0;1;0;0;1;1;0;1;0.087179487;0.471590909;0.552301255
Premium Rush;tt1547234;/m/0cnx_5j;[];23/08/2012;David Koepp;Joseph Gordon-Levitt, Dania Ramirez, Sean Kennedy, Kym Perfetto;http://ia.media-imdb.com/images/M/MV5BNzkxNjAwMDkwOF5BMl5BanBnXkFtZTcwMTQ1NDkwOA@@._V1_SX300.jpg;['70173047'];105;6.5;In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.;1;0;0;0;0;0;0;0;0;0;1;0.295726496;0;0.694560669
Pretty Persuasion;tt0381505;/m/073qj2;[];12/08/2005;Marcos Siega;Evan Rachel Wood, David Wagner, Brent Goldberg, Adi Schnall;http://ia.media-imdb.com/images/M/MV5BMTI0NTA1MDkyOF5BMl5BanBnXkFtZTcwOTg3NTAzMQ@@._V1_SX300.jpg;['70024101'];104;6.3;A 15-year-old girl incites chaos among her friends and a media frenzy when she accuses her drama teacher of sexual harassment.;0;0;0;1;0;0;0;0;0;0;0;0;0.585227273;0
Pretty Woman;tt0100405;/m/014l6_;['http://www.youtube.com/watch?v=Wzii8IuL8lk'];23/03/1990;Garry Marshall;Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander;http://ia.media-imdb.com/images/M/MV5BMTMwNTA5ODAxM15BMl5BanBnXkFtZTYwNTQwODU5._V1_SX300.jpg;['872251'];119;6.9;A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.;0;0;0;1;0;0;0;0;1;0;0;0;0.585227273;0
Princess Mononoke;tt0119698;;;1997;Hayao Miyazaki;Billy Crudup, Billy Bob Thornton, Minnie Driver, John DiMaggio;http://ia.media-imdb.com/images/M/MV5BMjgzNTUwODQzN15BMl5BanBnXkFtZTcwMTc4ODE3OQ@@._V1_.jpg;28630857;134;8.4;On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.;1;1;1;0;1;0;1;1;1;0;0;0.85;0.72;0.97
Prisoners;tt1392214;;http://video-http.media-imdb.com/MV5BMTk0MTU0NDU5MV5BMTFeQW1wNF5BbWU4MDQyNzg3MjAx.mp4?Expires=1422390184&Signature=eIOpymuY~xkMrOt08RnuIdi7-Kk~yGPAo97tCztlsq1D0T2x1aiKbQUV-AFUPLpg~S8oMj0BuscdX94Gi7daGT~dpFSDBJ0-7Y7kkAm-wuF01yFiCAoXkZA8E4cba3nO1D-CMd0hzcRisXSaIgOqJHAHFTDCpwk42-tdAHBZfdY_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;2013;Denis Villeneuve;Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello;http://ia.media-imdb.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_.jpg;;153;8.1;When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?;0;0;0;0;1;0;0;0;0;0;1;0;0.32;0
Private;tt0372909;/m/0h3xfm_;[];28/08/2003;Tinto Brass;Sara Cosmi, Massimiliano Caroletti, William De Vito, Guglielmo Aru;http://ia.media-imdb.com/images/M/MV5BMTQ2MTI2ODE1MV5BMl5BanBnXkFtZTcwNDk3MjUyMQ@@._V1_SX300.jpg;[];90;5.9;Tinto Brass - The maestro of Italian erotica is back! Lies, subterfuge, betrayal and mischief - FALLO! is a collection of six stories based on the joys of sexuality and the eroticism of a new generation of women.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
Prometheus;tt1446714;/m/0gd0c7x;[];30/05/2012;Ridley Scott;Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba;http://ia.media-imdb.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_SX300.jpg;['70217911'];124;6.6;Following clues to the origin of mankind a team journey across the universe and find a structure on a distant planet containing a monolithic statue of a humanoid head and stone cylinders of alien blood but they soon find they are not alone.;1;1;0;0;1;0;0;1;0;1;1;0.618803419;0.397727273;0.991631799
Psycho;tt0054215;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e77193&bitrateid=472&vendorid=102&type=.mp4;1960;Alfred Hitchcock;Anthony Perkins, Vera Miles, John Gavin, Janet Leigh;http://ia.media-imdb.com/images/M/MV5BNjI3OTAxNjI5OV5BMl5BanBnXkFtZTgwMzk4ODE4MzE@._V1_.jpg;879522;109;8.6;A Phoenix secretary steals $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.;0;0;0;0;0;0;0;1;0;0;1;0.01;0;0.91
Public Enemies;tt1152836;/m/0g3zrd;['http://www.youtube.com/watch?v=Q8xOgO7_eT8'];18/06/2009;Michael Mann;James Russo, David Wenham, Christian Stolte, Jason Clarke;http://ia.media-imdb.com/images/M/MV5BMjA3NDI0NzM2MV5BMl5BanBnXkFtZTcwODk5MTk2Mg@@._V1_SX300.jpg;['70111115'];140;6.7;The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.;0;0;0;0;1;0;0;0;0;0;1;0;0.318181818;0
Pulp Fiction;tt0110912;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e22435&bitrateid=455&vendorid=102&type=.mp4;1994;Quentin Tarantino;Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta;http://ia.media-imdb.com/images/M/MV5BMjE0ODk2NjczOV5BMl5BanBnXkFtZTYwNDQ0NDg4._V1_.jpg;880640;154;8.9;The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.;0;0;0;1;1;0;0;0;0;0;1;0.02;0.74;0.15
Pusher;tt0117407;/m/062fmf;"['http://www.youtube.com/v/dLEaPB9UBWM&amp;hl=cs&amp;fs=1&amp;rel=0']";30/08/1996;Nicolas Winding Refn;Kim Bodnia, Zlatko Buric, Laura Drasbæk, Slavko Labovic;http://ia.media-imdb.com/images/M/MV5BMTcwNjg1ODIzOF5BMl5BanBnXkFtZTcwOTM3MDgzMQ@@._V1_SX300.jpg;['70055949'];118;4.1;A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.;1;0;0;0;1;0;0;0;0;0;1;0.061538462;0.329545455;0
Quantum of Solace;tt0830515;/m/08gsvw;[];29/10/2008;Marc Forster;Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench;http://ia.media-imdb.com/images/M/MV5BMTY0MjI4MDI5MF5BMl5BanBnXkFtZTcwODkwNjk3MQ@@._V1_SX300.jpg;['70099117'];106;6;James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.;1;1;0;0;0;0;0;0;0;0;1;0.309401709;0;0.184100418
Quo Vadis, Baby?;tt0433028;/m/0805h7y;[];27/05/2005;Gabriele Salvatores;Angela Baraldi, Gigio Alberti, Claudia Zanella, Andrea Renzi;http://ia.media-imdb.com/images/M/MV5BNDk5ODc5MTMwNF5BMl5BanBnXkFtZTcwMzc5MDg5MQ@@._V1_SX300.jpg;[];102;6.2;A private detective investigates her sister's suicide 16 years earlier.;0;0;0;0;1;0;0;0;0;0;1;0;0.318181818;0
Rabbit Hole;tt0935075;/m/07sc1vd;[];13/09/2010;John Cameron Mitchell;Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller;http://ia.media-imdb.com/images/M/MV5BMjEzOTU0NjMxNF5BMl5BanBnXkFtZTcwNzc5MDUxNA@@._V1_SX300.jpg;['70124092'];91;6.5;Life for a happy couple is turned upside down after their young son dies in an accident.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Radio;tt0316465;/m/064ndc;[];24/10/2003;Michael Tollin;Cuba Gooding Jr., Ed Harris, Alfre Woodard, S. Epatha Merkerson;http://ia.media-imdb.com/images/M/MV5BMTY0NzU0NTY3OV5BMl5BanBnXkFtZTcwNDM2MTYyMQ@@._V1_SX300.jpg;['60031265'];109;7;The story of a high school coach and the developmentally challenged man whom he took under his wing.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Raging Bull;tt0081398;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e83030&bitrateid=472&vendorid=102&type=.mp4;1980;Martin Scorsese;Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent;http://ia.media-imdb.com/images/M/MV5BMjIxOTg3OTc5MF5BMl5BanBnXkFtZTcwNzkwNjMwNA@@._V1_.jpg;70020699;129;8.3;An emotionally self-destructive boxer's journey through life, as the violence and temper that leads him to the top in the ring, destroys his life outside it.;0;0;0;0;1;0;0;0;0;0;0;0;0.31;0
Raiders of the Lost Ark;tt0082971;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e109534&bitrateid=472&vendorid=102&type=.mp4;1981;Steven Spielberg;Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey;http://ia.media-imdb.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1_.jpg;60011649;115;8.6;Archaeologist and adventurer Indiana Jones is hired by the US government to find the Ark of the Covenant before the Nazis.;1;1;0;0;0;0;0;0;0;0;0;0.22;0;0
Rampage;tt0057447;/m/080mbc6;[];1963;Phil Karlson;Robert Mitchum, Elsa Martinelli, Jack Hawkins, Sabu;http://ia.media-imdb.com/images/M/MV5BMTgzNDcwNDE0Nl5BMl5BanBnXkFtZTYwOTkyNDM2._V1_SX300.jpg;[];98;5.7;A German zoo hires two hunters to catch a rare breed of panther in Malaysia. The girlfriend of one of the hunters accompanies them on their hunt, which tenses the situation as the other ...;0;1;0;0;0;0;0;0;0;0;0;0.188034188;0;0
Ran;tt0089881;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e63254&bitrateid=472&vendorid=102&type=.mp4;1985;Akira Kurosawa;Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû;http://ia.media-imdb.com/images/M/MV5BMjA0Nzg0NzUzNV5BMl5BanBnXkFtZTcwNzkzNjk3OA@@._V1_.jpg;60027429;162;8.3;An elderly lord abdicates to his three sons, and the two corrupt ones turn against him.;1;0;0;0;1;0;0;0;0;0;0;0.01;0.34;0
Rang De Basanti;tt0405508;;;2006;Rakeysh Omprakash Mehra;Aamir Khan, Siddharth, Sharman Joshi, Kunal Kapoor;http://ia.media-imdb.com/images/M/MV5BMjEwNzA5MjAwN15BMl5BanBnXkFtZTcwMzY5MzIzMQ@@._V1_.jpg;70047320;157;8.5;An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.;0;0;0;1;1;0;0;0;0;0;0;0;0.66;0
Rango;tt1192628;/m/06w99h3;['http://www.rangomovie.com/'];14/02/2011;Gore Verbinski;Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty;http://ia.media-imdb.com/images/M/MV5BMjE5ODg1NTk3OF5BMl5BanBnXkFtZTcwNzA5NTMyNA@@._V1_SX300.jpg;['70137742'];107;7;Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.;0;1;1;1;0;1;0;0;0;0;0;0.835897436;0.625;0.050209205
Rashomon;tt0042876;;;1950;Akira Kurosawa;Toshirô Mifune, Machiko Kyô, Masayuki Mori, Takashi Shimura;http://ia.media-imdb.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1._CR0,0,503,683_.jpg;60010815;88;8.4;A heinous crime and its aftermath are recalled from differing points of view.;0;0;0;0;1;0;0;1;0;0;0;0;0.32;0
Ray;tt0350258;/m/03xf_m;[];12/09/2004;Taylor Hackford;Jamie Foxx, Kerry Washington, Regina King, Clifton Powell;http://ia.media-imdb.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_SX300.jpg;['70001994'];152;8.3;The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Rear Window;tt0047396;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e14445&bitrateid=471&vendorid=102&type=.mp4;1954;Alfred Hitchcock;James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter;http://ia.media-imdb.com/images/M/MV5BMTg5MjM4NzEwOF5BMl5BanBnXkFtZTgwMDE1NjM0MTE@._V1_.jpg;60000397;112;8.6;A wheelchair bound photographer spies on his neighbours from his apartment window and becomes convinced one of them has committed murder.;1;0;0;0;0;0;0;1;0;0;1;0.17;0.01;0.92
Rebecca;tt0032976;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e22386&bitrateid=471&vendorid=102&type=.mp4;1940;Alfred Hitchcock;Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson;http://ia.media-imdb.com/images/M/MV5BMTM5ODA4ODMzM15BMl5BanBnXkFtZTcwOTA2NTEwNA@@._V1._CR9,22,314,458_.jpg;60028297;130;8.2;A self-conscious bride is tormented by the memory of her husband's dead first wife.;0;0;0;0;1;0;0;1;1;0;1;0.09;0.49;0.91
Recoil;tt0127751;/m/04gtq8l;[];1998;Art Camacho;Gary Daniels, Gregory McKinney, Thomas Kopache, Billy Maddox;http://ia.media-imdb.com/images/M/MV5BMTQ1MjgzNDg3NV5BMl5BanBnXkFtZTcwMjk4MTkzMQ@@._V1_SX300.jpg;[];96;6;Detective Ray Morgan accidentally kills the son of a mob boss. The mob boss orders to have Morgan killed unknowing that the assassin killed Morgan's wife and kids. Now Morgan's out for ...;1;0;0;0;0;0;0;0;0;0;1;0.295726496;0;0.694560669
Red;tt0972883;/m/02vr3l1;[];08/08/2008;Trygve Allister Diesen, Lucky McKee;Brian Cox, Noel Fisher, Kyle Gallner, Shiloh Fernandez;http://ia.media-imdb.com/images/M/MV5BNTE2MjIzMjk2N15BMl5BanBnXkFtZTgwNzQ3MzkyMTE@._V1_SX300.jpg;['70084246'];93;7;A reclusive man sets out for justice and redemption when three troublesome teens kill his dog for no good reason.;0;0;0;0;1;0;0;0;0;0;1;0;0.318181818;0
Red Dust;tt0023382;/m/07rxwx;[];22/10/1932;Victor Fleming;Clark Gable, Jean Harlow, Gene Raymond, Mary Astor;http://ia.media-imdb.com/images/M/MV5BMjM1NTU1MDM3NV5BMl5BanBnXkFtZTgwMDg2NjQzMTE@._V1_SX300.jpg;[];83;6.6;The owner of a rubber plantation becomes involved with the new wife of one of his employees.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
Red Lights;tt1748179;/m/0gvrnx_;['http://www.youtube.com/watch?v=KwXoB2m8lvI'];20/01/2012;Rodrigo Cortés;Cillian Murphy, Sigourney Weaver, Robert De Niro, Toby Jones;http://ia.media-imdb.com/images/M/MV5BMTQzMjYwNTc2M15BMl5BanBnXkFtZTcwMTY0Mjc4Nw@@._V1_SX300.jpg;[];87;5.7;Psychologist Margaret Matheson and her assistant study paranormal activity, which leads them to investigate a world-renowned psychic who has resurfaced years after his toughest critic mysteriously passed away.;0;0;0;0;1;0;0;1;0;0;1;0.001709402;0.329545455;0.39748954
Red Riding Hood;tt1486185;/m/0c241c_;['http://www.youtube.com/watch?v=PM8V3cHdSC4'];07/03/2011;Catherine Hardwicke;Amanda Seyfried, Gary Oldman, Billy Burke, Shiloh Fernandez;http://ia.media-imdb.com/images/M/MV5BMTc4NjYyMzQ5MV5BMl5BanBnXkFtZTcwNjE5Mjc3NA@@._V1_SX300.jpg;['70167073'];100;6.1;Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.;0;0;0;0;1;0;1;1;1;0;1;0.263247863;0.528409091;0.933054393
Red Road;tt0471030;/m/026njb5;['http://www.youtube.com/watch?v=C_57GyEWmwQ'];20/05/2006;Andrea Arnold;Kate Dickie, Tony Curran, Martin Compston, Natalie Press;http://ia.media-imdb.com/images/M/MV5BMTQ2ODY3MzI1OF5BMl5BanBnXkFtZTcwNzk1OTQ1MQ@@._V1_SX300.jpg;['70050590'];113;5.7;Jackie works as a CCTV operator. Each day she watches over a small part of the world, protecting the people living their lives under her gaze. One day a man appears on her monitor, a man she thought she would never see again, a man she never wanted to see again. Now she has no choice, she is compelled to confront him.;0;0;0;0;1;0;0;1;0;0;1;0.001709402;0.329545455;0.39748954
Redline;tt0780595;/m/02pt_fv;[];13/04/2007;Andy Cheng;Nathan Phillips, Nadia Bjorlin, Angus Macfadyen, Eddie Griffin;http://ia.media-imdb.com/images/M/MV5BODY1MTc3MjQ2MF5BMl5BanBnXkFtZTcwOTI4MTU0MQ@@._V1_SX300.jpg;['70067408'];95;7.9;A gorgeous young automobile fanatic--and front to the hottest unsigned band on the West coast--finds herself caught up in illegal drag-racing competitions organized by exotic car fanatics.;1;0;0;0;0;0;0;0;0;0;1;0.295726496;0;0.694560669
Remember Me;tt1403981;/m/06w67tn;['http://www.youtube.com/watch?v=IMBfTdm9ALk'];01/03/2010;Allen Coulter;Caitlyn Rund, Moisés Acevedo, Noel Rodriguez, Kevin P. McCarthy;http://ia.media-imdb.com/images/M/MV5BOTA4MTg1ODkwNF5BMl5BanBnXkFtZTcwMzE5ODAxMw@@._V1_SX300.jpg;['70121711'];113;7.8;A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
Requiem for a Dream;tt0180093;/m/07k2mq;['https://www.youtube.com/watch?v=jzk-lmU4KZ4'];14/05/2000;Darren Aronofsky;Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans;http://ia.media-imdb.com/images/M/MV5BMzM2OTYwMTY4Nl5BMl5BanBnXkFtZTcwMjU1Njg3OA@@._V1_SX300.jpg;['60001134'];102;8.5;The drug-induced utopias of four Coney Island people are shattered when their addictions become stronger.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Rescue Dawn;tt0462504;/m/0b3nrz;['http://www.mgm.com/#/our-titles/1624/Rescue-Dawn/'];09/09/2006;Werner Herzog;Zach Grenier, Marshall Bell, Christian Bale, Toby Huss;http://ia.media-imdb.com/images/M/MV5BNzUxNzUzNzU2MV5BMl5BanBnXkFtZTcwNTgzNzU2NA@@._V1_SX300.jpg;['70056420'];120;6.9;A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.;1;1;0;0;1;0;0;0;0;0;0;0.247863248;0.323863636;0
Reservoir Dogs;tt0105236;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e84530&bitrateid=471&vendorid=102&type=.mp4;1992;Quentin Tarantino;Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn;http://ia.media-imdb.com/images/M/MV5BMTQxMTAwMDQ3Nl5BMl5BanBnXkFtZTcwODMwNTgzMQ@@._V1_.jpg;60025531;99;8.4;After a simple jewelery heist goes terribly wrong, the surviving criminals begin to suspect that one of them is a police informant.;0;0;0;0;1;0;0;1;0;0;1;0;0.32;0.9
Resident Evil;tt0120804;/m/0401sg;[];12/03/2002;Paul W.S. Anderson;Ryan McCluskey, Oscar Pearce, Indra Ové, Anna Bolt;http://ia.media-imdb.com/images/M/MV5BMTI5NzQ3OTI1NF5BMl5BanBnXkFtZTYwMDgyNTk5._V1_SX300.jpg;['60022705'];100;5.3;A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.;1;1;0;0;0;0;0;0;0;1;1;0.511111111;0;0.569037657
Rio;tt1436562;/m/08521z1;[];22/03/2011;Carlos Saldanha;Karen Disher, Jason Fricchione, Sofia Scarpa Saldanha, Leslie Mann;http://ia.media-imdb.com/images/M/MV5BMTU2MDY3MzAzMl5BMl5BanBnXkFtZTcwMTg0NjM5NA@@._V1_SX300.jpg;['70138804'];96;8;When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with this bird of his dreams.;0;1;1;1;0;1;0;0;0;0;0;0.835897436;0.625;0.050209205
